-9227,000000
-9020,000000
-8614,000000
-9527,000000
-10109,000000
-9685,000000
-9591,000000
-9799,000000
-9730,000000
-9837,000000
-9871,000000
-9735,000000
-9579,000000
-9339,000000
-9242,000000
-9064,000000
-8890,000000
-8412,000000
-8236,000000
-8599,000000
-9283,000000
-9672,000000
-9326,000000
-9084,000000
-8716,000000
-8920,000000
-8813,000000
-8596,000000
-8569,000000
-9094,000000
-9394,000000
-9168,000000
-8883,000000
-8620,000000
-8495,000000
-8055,000000
-7843,000000
-8156,000000
-8236,000000
-8150,000000
-7965,000000
-8160,000000
-8321,000000
-8217,000000
-8129,000000
-7786,000000
-7334,000000
-7428,000000
-7713,000000
-7365,000000
-7477,000000
-7891,000000
-8269,000000
-8479,000000
-8170,000000
-7760,000000
-7405,000000
-8075,000000
-8487,000000
-8559,000000
-8070,000000
-8364,000000
-8479,000000
-7747,000000
-6878,000000
-6830,000000
-7444,000000
-8184,000000
-7961,000000
-8128,000000
-7812,000000
-7367,000000
-6985,000000
-6463,000000
-6244,000000
-6065,000000
-5967,000000
-6467,000000
-6578,000000
-6469,000000
-6201,000000
-6271,000000
-6787,000000
-7292,000000
-6568,000000
-6134,000000
-6432,000000
-6764,000000
-6671,000000
-6782,000000
-6671,000000
-6437,000000
-6572,000000
-7282,000000
-7467,000000
-6469,000000
-5843,000000
-5648,000000
-5781,000000
-5507,000000
-6673,000000
-7670,000000
-7068,000000
-7514,000000
-7448,000000
-7250,000000
-6780,000000
-6453,000000
-6759,000000
-6714,000000
-5961,000000
-5464,000000
-5678,000000
-5997,000000
-6255,000000
-6070,000000
-5598,000000
-5436,000000
-5352,000000
-5127,000000
-5133,000000
-5457,000000
-5984,000000
-6528,000000
-6187,000000
-5916,000000
-5828,000000
-5313,000000
-5297,000000
-5730,000000
-5623,000000
-5261,000000
-6033,000000
-6340,000000
-5224,000000
-5228,000000
-6005,000000
-6392,000000
-6116,000000
-5939,000000
-5923,000000
-5718,000000
-5629,000000
-5302,000000
-5218,000000
-5140,000000
-5349,000000
-5568,000000
-5416,000000
-5391,000000
-5094,000000
-4577,000000
-4774,000000
-4973,000000
-4570,000000
-5265,000000
-5666,000000
-5500,000000
-5061,000000
-4717,000000
-4152,000000
-4709,000000
-4802,000000
-4468,000000
-4523,000000
-4600,000000
-4553,000000
-4367,000000
-4176,000000
-4146,000000
-4170,000000
-4101,000000
-4201,000000
-4052,000000
-3883,000000
-3749,000000
-4083,000000
-4060,000000
-3633,000000
-2795,000000
-3584,000000
-4220,000000
-4175,000000
-4012,000000
-3607,000000
-3789,000000
-4209,000000
-3593,000000
-3941,000000
-4376,000000
-4156,000000
-3816,000000
-3881,000000
-3856,000000
-3628,000000
-3768,000000
-4567,000000
-4989,000000
-4821,000000
-4545,000000
-4105,000000
-4084,000000
-4155,000000
-4521,000000
-4010,000000
-3551,000000
-3588,000000
-3541,000000
-3687,000000
-3671,000000
