11451,000000	-130998,000000
21825,000000	55810,000000
-7306,000000	95598,000000
107137,000000	-61185,000000
-85048,000000	100459,000000
48150,000000	13795,000000
137025,000000	-42947,000000
-113374,000000	81487,000000
101550,000000	22766,000000
34259,000000	45332,000000
-87573,000000	-22248,000000
174104,000000	39334,000000
-19387,000000	42515,000000
-51233,000000	-18709,000000
118122,000000	112440,000000
-42127,000000	-31755,000000
53198,000000	-49324,000000
63535,000000	168267,000000
-36872,000000	-70121,000000
33795,000000	34119,000000
25264,000000	106624,000000
60366,000000	-126429,000000
6003,000000	109927,000000
-12060,000000	84868,000000
79010,000000	-98565,000000
-47888,000000	110649,000000
81077,000000	-15718,000000
71440,000000	-7311,000000
-116799,000000	109397,000000
119514,000000	-23227,000000
31291,000000	6388,000000
-64064,000000	28262,000000
160784,000000	28006,000000
-77441,000000	57126,000000
-19144,000000	-27102,000000
153546,000000	63057,000000
-67489,000000	-20996,000000
43492,000000	13286,000000
53861,000000	128263,000000
-59961,000000	-83256,000000
87832,000000	27355,000000
31016,000000	96319,000000
1289,000000	-93077,000000
9012,000000	133957,000000
11559,000000	14622,000000
69307,000000	-94291,000000
-17391,000000	134460,000000
51416,000000	-10085,000000
21453,000000	-2328,000000
-67423,000000	93674,000000
146245,000000	-69194,000000
-10279,000000	47133,000000
-50997,000000	54530,000000
129317,000000	8367,000000
-79842,000000	26853,000000
42889,000000	-19684,000000
130263,000000	54330,000000
-118529,000000	20685,000000
67582,000000	10962,000000
54367,000000	74235,000000
-45499,000000	-81940,000000
102725,000000	67794,000000
-11741,000000	81114,000000
-27544,000000	-72959,000000
67743,000000	94351,000000
15866,000000	-6344,000000
40625,000000	-51535,000000
-13354,000000	154645,000000
24306,000000	-44528,000000
30435,000000	-9808,000000
-1455,000000	79831,000000
92066,000000	-45149,000000
-39641,000000	67914,000000
-19878,000000	47133,000000
120441,000000	-41586,000000
-55163,000000	42965,000000
54462,000000	10321,000000
59651,000000	54303,000000
-98358,000000	11386,000000
109740,000000	-5077,000000
42995,000000	46005,000000
-54166,000000	-22826,000000
89884,000000	73473,000000
-35375,000000	42503,000000
17491,000000	-76739,000000
89159,000000	96955,000000
-25671,000000	398,000000
19393,000000	-7821,000000
12222,000000	111208,000000
26978,000000	-72220,000000
51961,000000	14947,000000
-10775,000000	100547,000000
40313,000000	-46376,000000
-17363,000000	62503,000000
28853,000000	11714,000000
90119,000000	-30947,000000
-54048,000000	78176,000000
36209,000000	19793,000000
43652,000000	9564,000000
-40208,000000	12250,000000
110273,000000	3254,000000
-6764,000000	59229,000000
-44504,000000	2303,000000
91665,000000	41035,000000
-12920,000000	2231,000000
33322,000000	-23344,000000
55225,000000	98813,000000
-50314,000000	-1058,000000
48215,000000	-11422,000000
39232,000000	72006,000000
16713,000000	-52092,000000
29874,000000	63647,000000
-17963,000000	71620,000000
39837,000000	-62159,000000
28852,000000	53621,000000
22755,000000	22520,000000
42468,000000	-4860,000000
-43443,000000	84995,000000
51347,000000	-22307,000000
53668,000000	-326,000000
-20808,000000	45312,000000
61633,000000	19203,000000
-17495,000000	43282,000000
-3693,000000	-3603,000000
99492,000000	9620,000000
-21570,000000	30686,000000
15604,000000	17516,000000
33930,000000	63563,000000
-16701,000000	-23023,000000
70167,000000	1953,000000
23409,000000	65593,000000
-13485,000000	-9042,000000
29709,000000	52287,000000
9090,000000	20155,000000
53351,000000	-42853,000000
18818,000000	78224,000000
-2663,000000	23689,000000
27470,000000	732,000000
3049,000000	45257,000000
58739,000000	-24261,000000
27438,000000	35990,000000
-28683,000000	58342,000000
48501,000000	-4859,000000
10233,000000	20820,000000
27365,000000	3141,000000
57238,000000	29748,000000
-34974,000000	47204,000000
23231,000000	6286,000000
51129,000000	17331,000000
4588,000000	18,000000
44496,000000	31599,000000
-3344,000000	57047,000000
-1965,000000	-10472,000000
55189,000000	20247,000000
21946,000000	16855,000000
21487,000000	9866,000000
4287,000000	67115,000000
5789,000000	430,000000
47951,000000	-8951,000000
22010,000000	42553,000000
24058,000000	9255,000000
3301,000000	45698,000000
-813,000000	22811,000000
59536,000000	-19001,000000
19575,000000	34080,000000
8379,000000	30459,000000
23446,000000	29078,000000
-9208,000000	23338,000000
50911,000000	-12053,000000
40768,000000	28726,000000
-11560,000000	33243,000000
22697,000000	28758,000000
11270,000000	20940,000000
29272,000000	-12647,000000
48622,000000	28887,000000
-5751,000000	40679,000000
7460,000000	17163,000000
23667,000000	25095,000000
30949,000000	-8382,000000
37918,000000	19063,000000
901,000000	51720,000000
5115,000000	13862,000000
24265,000000	14153,000000
31126,000000	5505,000000
38376,000000	12820,000000
-2541,000000	49583,000000
3549,000000	21044,000000
32020,000000	3638,000000
26631,000000	9787,000000
33782,000000	17094,000000
5320,000000	44035,000000
-5679,000000	22926,000000
37058,000000	812,000000
31678,000000	10467,000000
21712,000000	19773,000000
10917,000000	41312,000000
-3463,000000	24361,000000
31100,000000	-3908,000000
39051,000000	13163,000000
16253,000000	23278,000000
7284,000000	35830,000000
3047,000000	26144,000000
28204,000000	-5260,000000
39293,000000	10380,000000
15194,000000	29967,000000
4763,000000	31463,000000
5349,000000	23236,000000
28802,000000	-2323,000000
38597,000000	7693,000000
12999,000000	32820,000000
2815,000000	31311,000000
9126,000000	18820,000000
27225,000000	-1031,000000
38636,000000	8176,000000
11889,000000	33477,000000
-146,000000	31157,000000
12141,000000	15098,000000
28440,000000	41,000000
35127,000000	8451,000000
12684,000000	34403,000000
-2534,000000	30635,000000
13565,000000	11856,000000
30451,000000	-57,000000
31943,000000	10461,000000
11366,000000	33168,000000
-2673,000000	31066,000000
13894,000000	8523,000000
32161,000000	-222,000000
29991,000000	12561,000000
9029,000000	33142,000000
-2060,000000	29470,000000
14213,000000	7248,000000
33323,000000	-1349,000000
27992,000000	14761,000000
7062,000000	33123,000000
-1833,000000	27851,000000
15712,000000	5346,000000
33202,000000	-1282,000000
26875,000000	16272,000000
4620,000000	33386,000000
-1134,000000	25741,000000
16695,000000	3717,000000
33491,000000	-1117,000000
24347,000000	17483,000000
3223,000000	33634,000000
-1238,000000	23349,000000
18536,000000	2378,000000
33079,000000	-787,000000
22588,000000	19183,000000
1370,000000	32931,000000
-390,000000	21612,000000
19645,000000	275,000000
32697,000000	215,000000
20497,000000	19960,000000
-311,000000	32749,000000
389,000000	19022,000000
21012,000000	-565,000000
32226,000000	677,000000
18213,000000	21720,000000
-1164,000000	31899,000000
1186,000000	16805,000000
22450,000000	-1699,000000
31051,000000	1886,000000
16534,000000	22317,000000
-3120,000000	31656,000000
2816,000000	13972,000000
23349,000000	-2404,000000
29696,000000	3091,000000
14646,000000	22743,000000
-3885,000000	31269,000000
2571,000000	11180,000000
26234,000000	-3405,000000
26776,000000	4828,000000
12962,000000	22650,000000
-3503,000000	30774,000000
2205,000000	9640,000000
27955,000000	-5644,000000
26634,000000	8401,000000
8660,000000	21843,000000
-2080,000000	29411,000000
2520,000000	9287,000000
27988,000000	-8554,000000
26547,000000	10522,000000
